,Zygote,2C,4C,8C,E6.5,E7.5,mES2iL,8-rep1,8-rep2
chr15-64200001-64300000,0.5667,0.2325,0.0,0.0,0.7154,0.9577,0.4595,0.0,0.5833
chr15-64300001-64400000,0.0384,0.0173,0.0,0.0036,0.0374,0.0346,0.1436,0.0147,0.0338
chr15-64400001-64500000,0.0813,1.0,0.0,0.3333,0.5814,0.8761,0.4529,0.0,0.0622
chr15-64500001-64600000,0.2619,0.4118,1.0,0.0,0.8095,0.9444,0.5811,0.0,0.0
chr15-64600001-64700000,0.2273,0.0645,0.9683,0.5,0.6145,0.7366,0.4972,0.0,0.1146
chr15-64700001-64800000,0.0,0.0,0.0,0.0,0.0,0.0,0.2562,0.0,0.0
chr15-64800001-64900000,0.2861,0.3313,1.0,0.2357,0.7545,0.781,0.3555,0.0,0.0
chr15-64900001-65000000,0.0,0.0247,0.003,0.0324,0.0087,0.0218,0.0,0.0,0.0
chr15-65000001-65100000,0.0,0.0,0.0,0.0,0.1364,0.6875,0.0574,0.0,0.0
chr15-6500001-6600000,0.3851,0.5928,0.0749,0.3951,0.6798,0.7804,0.3692,0.2,0.1569
chr15-65100001-65200000,0.1914,0.4348,0.0,0.0,0.4556,0.4066,0.5318,0.2198,0.1556
chr15-65200001-65300000,0.0,0.0,0.0,0.0,0.0,0.5,0.0917,0.0667,0.0
chr15-65300001-65400000,0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0603,0.0228
chr15-65400001-65500000,0.0,0.0,0.0,0.0,0.0,0.0,0.4789,0.2265,0.1874
chr15-65500001-65600000,0.5452,0.375,0.0,0.561,0.6312,0.7084,0.0,0.0,0.25
chr15-65600001-65700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238
chr15-65700001-65800000,0.0123,0.0029,0.0,0.0172,0.0087,0.02,0.029,0.0106,0.0036
chr15-65800001-65900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0
chr15-65900001-66000000,0.339,0.3784,0.0,0.0,0.7064,0.5649,0.4657,0.0,0.1415
chr15-66000001-66100000,0.5229,0.2579,0.0,0.2547,0.4497,0.6537,0.3626,0.0,0.119
chr15-6600001-6700000,0.1748,0.3626,0.0,0.2333,0.5947,0.6945,0.3277,0.1,0.2657
chr15-66100001-66200000,0.5,0.1765,0.0,0.0,0.0,0.0,0.7163,0.0,0.0
chr15-66200001-66300000,0.0085,0.0458,0.0,0.0243,0.0127,0.042,0.1326,0.092,0.0607
chr15-66300001-66400000,0.1667,0.0,0.0,0.0,0.0,0.0,0.4522,0.275,0.0884
chr15-66400001-66500000,0.1053,0.0,0.0,0.0,0.7429,0.8182,0.6327,0.0833,0.0
chr15-66500001-66600000,0.015,0.0,0.0,0.0073,0.0294,0.021,0.2143,0.0911,0.0262
chr15-66600001-66700000,0.0741,0.5,0.0,0.3333,0.0,0.9792,0.5388,0.0,0.0
chr15-66700001-66800000,0.0,0.0,0.0,0.25,0.0,0.0,0.5578,0.0,0.0
chr15-66800001-66900000,0.52,0.1565,0.0,0.0,0.0,0.0,0.2825,0.0,0.0
chr15-66900001-67000000,0.041,0.0389,0.0465,0.0045,0.1045,0.1313,0.1231,0.1548,0.1302
chr15-67000001-67100000,0.0644,0.0,0.0,0.0,0.2087,0.3595,0.2542,0.375,0.1377
chr15-6700001-6800000,0.0581,0.0401,0.0005,0.0143,0.0632,0.072,0.0667,0.0363,0.0257
chr15-67100001-67200000,0.0443,0.0404,0.0,0.0328,0.1094,0.1229,0.24,0.0077,0.0608
chr15-67200001-67300000,0.1273,0.0,0.0,0.0714,0.0,0.0,0.8,0.0,0.0
chr15-67300001-67400000,1.0,0.0,0.0,0.0,0.6163,0.6774,0.3836,0.0556,0.251
chr15-67400001-67500000,0.0,0.0,0.0,0.0,0.0,0.0,0.9583,0.0,0.0
chr15-67500001-67600000,0.0,0.375,0.0,0.0,0.0,0.0,0.4928,0.05,0.2
chr15-67600001-67700000,0.0,0.0,0.0,0.0,0.0,0.0,0.7556,0.0,0.0
chr15-67700001-67800000,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2857,0.3417
chr15-67800001-67900000,0.7636,0.86,0.0,0.6667,0.0,0.0,0.5529,0.0,0.0
chr15-67900001-68000000,0.0,0.0,0.0,0.0,0.875,0.0,0.5444,0.0,0.0
chr15-68000001-68100000,0.0,0.0,0.0,0.0,0.0,0.0,0.2714,0.0,0.0
chr15-6800001-6900000,0.0455,0.0842,0.0014,0.2,0.3254,0.3541,0.3386,0.2447,0.1427
chr15-68100001-68200000,0.4993,0.2857,0.0,0.0,0.8455,0.965,0.4737,0.4583,0.2833
chr15-68200001-68300000,0.027,0.0079,0.0,0.0278,0.0335,0.0404,0.1381,0.0523,0.024
chr15-68300001-68400000,0.0096,0.0199,0.0144,0.0125,0.019,0.0318,0.007,0.0179,0.005
chr15-68400001-68500000,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0
chr15-68500001-68600000,0.0048,0.0,0.0,0.0,0.6,0.6583,0.3856,0.1488,0.1
chr15-68600001-68700000,0.0,0.0,0.0,0.0,0.0,0.0,0.6444,0.0,0.0333
chr15-68700001-68800000,0.4286,0.0,0.95,0.0,0.8571,0.7667,0.72,0.0,0.175
chr15-68800001-68900000,0.0,0.0984,0.0,0.0,0.0,0.0,0.7174,0.0,0.0312
chr15-68900001-69000000,0.0291,0.0072,0.0,0.0,0.0604,0.0562,0.0931,0.225,0.1619
chr15-69000001-69100000,0.0766,0.119,0.0,0.0,0.6682,0.8178,0.4817,1.0,0.9077
chr15-6900001-7000000,0.0631,0.2274,0.3333,0.2333,0.5009,0.5243,0.3178,0.4,0.2978
chr15-69100001-69200000,0.2286,0.75,0.0,0.0,0.3929,0.5333,0.7114,0.125,0.1673
chr15-69200001-69300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr15-69300001-69400000,0.0,0.1556,0.0,0.0,0.0,0.3684,0.4867,0.0,0.25
chr15-69400001-69500000,0.0,0.0,0.0,0.0,0.0,0.0,0.6229,0.0,0.2778
chr15-69500001-69600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr15-69600001-69700000,0.0,0.0,0.0,0.0,0.0,0.0,0.7391,0.2,0.1875
chr15-69700001-69800000,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0
chr15-69800001-69900000,0.0,0.0,0.0,0.0,0.0,0.0,0.2227,0.0,0.15
chr15-69900001-70000000,0.0,0.0,0.0,0.3036,0.0,0.0,0.0,0.0,0.0
chr15-70000001-70100000,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1676,0.1155
chr15-7000001-7100000,0.0192,0.1735,0.0,0.0,0.3212,0.4616,0.3322,0.1,0.0
chr15-700001-800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr15-70100001-70200000,0.0,0.0,0.0,0.0,0.0,0.0,0.2927,0.0,0.0
chr15-70200001-70300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr15-70300001-70400000,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
chr15-70400001-70500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr15-70500001-70600000,0.0,0.0,0.0,0.0,0.0,0.0,0.3611,0.0,0.1667
chr15-70600001-70700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr15-70700001-70800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr15-70800001-70900000,0.0,0.0,0.0,0.0,0.0,0.0,0.3261,0.0,0.2
chr15-70900001-71000000,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
chr15-71000001-71100000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr15-7100001-7200000,0.1387,0.1035,0.2097,0.0551,0.1838,0.2009,0.1809,0.0924,0.2035
chr15-71100001-71200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr15-71200001-71300000,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
chr15-71300001-71400000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
chr15-71400001-71500000,0.0,0.0,0.0,0.0,0.0,0.0,0.3732,0.0,0.0
chr15-71500001-71600000,0.0,0.0,0.0,0.0,0.0,0.0,0.6515,0.4375,0.2667
chr15-71600001-71700000,0.0,0.0,0.0,0.0,0.0,0.0,0.4125,0.2364,0.1071
chr15-71700001-71800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0818,0.0,0.0
chr15-71800001-71900000,0.3333,0.5185,0.0,0.6667,0.0,0.0,0.3022,0.0,0.0
chr15-71900001-72000000,0.5256,0.0,0.0,0.1667,0.0,0.0,0.4,0.0,0.0
chr15-72000001-72100000,0.1169,0.0,0.0,0.25,0.3916,0.6227,0.1642,0.0521,0.0
chr15-7200001-7300000,0.6739,0.593,0.0,0.3936,0.7261,0.6904,0.4301,0.2017,0.2552
chr15-72100001-72200000,0.0,0.0,0.0,0.0,0.0,0.0,0.6591,0.0,0.0
chr15-72200001-72300000,0.0,0.0,0.0,0.0,0.0,0.0,0.6169,0.2,0.0
chr15-72300001-72400000,0.0,0.0,0.0,0.0,0.0,0.0,0.3979,0.0,0.5714
chr15-72400001-72500000,0.6529,0.0,0.0,0.375,0.6273,0.8213,0.4837,0.0,0.25
chr15-72500001-72600000,0.0316,0.0276,0.066,0.0495,0.1018,0.0877,0.068,0.0,0.0202
chr15-72600001-72700000,0.0,0.0,0.0,0.0,0.0,0.0,0.5083,0.2028,0.0
chr15-72700001-72800000,0.5308,0.808,0.0,0.375,0.7007,0.8931,0.4472,0.0,0.2667
chr15-72800001-72900000,0.5322,0.5265,0.2873,0.2857,0.4567,0.4773,0.3964,0.1681,0.0272
chr15-72900001-73000000,0.6374,0.279,0.0,0.1027,0.8074,0.7491,0.4237,0.2444,0.1536
chr15-73000001-73100000,0.3432,0.2626,0.2231,0.1262,0.2441,0.3017,0.2556,0.1309,0.1527
chr15-7300001-7400000,0.1712,0.0424,0.0,0.0,0.0267,0.0179,0.1499,0.1346,0.2111
chr15-73100001-73200000,0.0572,0.0667,0.037,0.0524,0.1281,0.125,0.133,0.1159,0.0777
chr15-73200001-73300000,0.0,0.0938,0.0,0.0,0.9545,0.96,0.526,0.0,0.0
chr15-73300001-73400000,0.3226,0.0,0.0,0.0,0.5,1.0,0.4876,0.0,0.0
chr15-73400001-73500000,0.0346,0.0183,0.0,0.0137,0.0952,0.0946,0.0912,0.019,0.0506
chr15-73500001-73600000,0.5254,0.4339,0.6183,0.2571,0.5401,0.631,0.211,0.1715,0.1107
chr15-73600001-73700000,0.1599,0.0985,0.5,0.0525,0.1077,0.1252,0.1121,0.0434,0.0853
chr15-73700001-73800000,0.0741,0.0346,0.2,0.0917,0.242,0.2604,0.1826,0.2982,0.2322
chr15-73800001-73900000,0.1488,0.1572,0.1465,0.0557,0.2119,0.2115,0.1512,0.0462,0.0923
chr15-73900001-74000000,0.4546,0.5767,1.0,0.3584,0.4494,0.4199,0.3749,0.0833,0.0302
chr15-74000001-74100000,0.0,0.0,0.0,0.0,0.6552,0.0,0.4096,1.0,0.4167
chr15-7400001-7500000,0.0847,0.0,0.0,0.0,0.5,0.7759,0.281,0.1516,0.3304
chr15-74100001-74200000,0.2335,0.0705,0.1786,0.2179,0.5639,0.7405,0.3731,0.2315,0.2353
chr15-74200001-74300000,0.293,0.2104,0.0,0.125,0.5296,0.5089,0.4016,0.1254,0.2125
chr15-74300001-74400000,0.5744,0.3,0.1973,0.0,0.5053,0.7183,0.3692,0.625,0.1429
chr15-74400001-74500000,0.3139,0.2808,0.5,0.1096,0.3731,0.4219,0.2446,0.0267,0.156
chr15-74500001-74600000,0.0825,0.0495,0.0618,0.0208,0.1086,0.1037,0.076,0.0226,0.0356
chr15-74600001-74700000,0.0404,0.0495,0.0,0.0253,0.0994,0.1049,0.1523,0.0461,0.0311
chr15-74700001-74800000,0.0497,0.0172,0.1,0.0399,0.0888,0.1318,0.074,0.0345,0.0278
chr15-74800001-74900000,0.1505,0.207,0.1429,0.0,0.6241,0.6918,0.4735,0.1667,0.475
chr15-74900001-75000000,0.0823,0.0498,0.0,0.0385,0.1996,0.1779,0.1279,0.0219,0.0506
chr15-75000001-75100000,0.459,0.7783,0.6688,0.3155,0.8458,0.9219,0.4781,0.0693,0.2143
chr15-7500001-7600000,0.0,0.0,0.0,0.0,0.0,0.0,0.4711,0.425,0.275
chr15-75100001-75200000,0.8269,0.6667,0.5556,0.5714,0.7818,0.8821,0.7802,0.0,0.0
chr15-75200001-75300000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr15-75300001-75400000,0.1913,0.3036,0.2313,0.0,0.6838,0.8506,0.5612,0.0,0.0
chr15-75400001-75500000,0.4881,0.5663,0.6,0.2857,0.8232,0.9181,0.3705,0.0,0.3
chr15-75500001-75600000,0.1201,0.112,0.1241,0.0583,0.1602,0.1475,0.1288,0.0183,0.0374
chr15-75600001-75700000,0.0734,0.0505,0.0925,0.0139,0.1031,0.1264,0.2231,0.0629,0.0569
chr15-75700001-75800000,0.033,0.0198,0.0002,0.0346,0.1239,0.1167,0.1306,0.0568,0.0814
chr15-75800001-75900000,0.1776,0.1498,0.1379,0.0641,0.1947,0.1738,0.0859,0.1146,0.0269
chr15-75900001-76000000,0.1101,0.0999,0.1296,0.0859,0.1181,0.1318,0.0456,0.0279,0.0431
chr15-76000001-76100000,0.0943,0.1046,0.2907,0.087,0.1843,0.1624,0.178,0.1264,0.1005
chr15-7600001-7700000,0.0,0.0,0.0,0.0,0.0,0.0,0.5479,0.0,0.6
chr15-76100001-76200000,0.5954,0.5776,0.698,0.3562,0.6589,0.7254,0.239,0.1955,0.1631
chr15-76200001-76300000,0.1545,0.1602,0.0515,0.1067,0.2345,0.2559,0.1108,0.2237,0.0899
chr15-76300001-76400000,0.0728,0.0576,0.0423,0.0533,0.0882,0.1185,0.075,0.0714,0.0395
chr15-76400001-76500000,0.3294,0.3025,0.1346,0.1464,0.2156,0.239,0.2237,0.1256,0.0734
chr15-76500001-76600000,0.0743,0.0319,0.0515,0.0073,0.1009,0.1043,0.0699,0.0627,0.0417
chr15-76600001-76700000,0.1655,0.18,0.1861,0.076,0.1355,0.153,0.0711,0.0601,0.0947
chr15-76700001-76800000,0.266,0.1759,0.2104,0.1903,0.2142,0.2205,0.1206,0.0538,0.0606
chr15-76800001-76900000,0.1171,0.1313,0.086,0.1473,0.2777,0.2874,0.127,0.0884,0.0507
chr15-76900001-77000000,0.0549,0.0398,0.0297,0.01,0.1008,0.1555,0.0949,0.4731,0.1201
chr15-77000001-77100000,0.3295,0.3579,0.0,0.2601,0.681,0.8008,0.206,0.325,0.3097
chr15-7700001-7800000,0.0,0.0,0.0,0.0,0.0,0.0,0.5148,0.0,0.0
chr15-77100001-77200000,0.1475,0.0,0.0,0.125,0.0,0.0,0.3242,0.0,0.0
chr15-77200001-77300000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
chr15-77300001-77400000,0.0186,0.0285,0.0803,0.0345,0.1068,0.1309,0.0603,0.0769,0.0617
chr15-77400001-77500000,0.0,0.0962,1.0,0.0,0.7333,0.7088,0.3177,0.0,0.125
chr15-77500001-77600000,0.4967,0.5798,0.0,0.25,0.6506,0.7984,0.5386,0.1875,0.1301
chr15-77600001-77700000,0.226,0.123,0.6693,0.0,0.2807,0.364,0.2817,0.0,0.1905
chr15-77700001-77800000,0.5915,0.3982,0.5943,0.2093,0.7811,0.8774,0.3444,0.47,0.4677
chr15-77800001-77900000,0.0765,0.0779,0.0808,0.0596,0.1409,0.1936,0.0765,0.1761,0.0624
chr15-77900001-78000000,0.235,0.176,0.188,0.0596,0.1657,0.1878,0.1333,0.2233,0.1008
chr15-78000001-78100000,0.1546,0.0526,0.3333,0.0,0.4055,0.644,0.2672,0.087,0.2007
chr15-7800001-7900000,0.061,0.0445,0.0415,0.057,0.1521,0.1476,0.104,0.0423,0.0397
chr15-78100001-78200000,0.1168,0.1138,0.1536,0.1096,0.2056,0.2332,0.163,0.1123,0.1133
chr15-78200001-78300000,0.3158,0.1511,0.2197,0.1587,0.448,0.5293,0.2471,0.1692,0.1102
chr15-78300001-78400000,0.114,0.0217,0.0,0.0,0.7589,0.7668,0.4518,0.45,0.0
chr15-78400001-78500000,0.2914,0.2161,0.2655,0.0847,0.1837,0.1946,0.1227,0.1431,0.0601
chr15-78500001-78600000,0.0737,0.092,0.1083,0.1349,0.4717,0.5503,0.2174,0.1721,0.138
chr15-78600001-78700000,0.2706,0.2651,0.2009,0.1883,0.5917,0.5866,0.2975,0.2081,0.2751
chr15-78700001-78800000,0.1039,0.1178,0.1063,0.1376,0.3001,0.3393,0.1763,0.097,0.0906
chr15-78800001-78900000,0.0387,0.0495,0.071,0.0435,0.0925,0.1149,0.1316,0.0834,0.0403
chr15-78900001-79000000,0.1611,0.0852,0.1748,0.1015,0.1995,0.2113,0.1355,0.1058,0.0433
chr15-79000001-79100000,0.0561,0.0321,0.0159,0.042,0.0927,0.0992,0.0854,0.2706,0.1918
chr15-7900001-8000000,0.3471,0.1737,0.4564,0.385,0.6928,0.7648,0.3554,0.3545,0.4185
chr15-79100001-79200000,0.1044,0.0893,0.1407,0.0937,0.2341,0.2527,0.131,0.1076,0.1074
chr15-79200001-79300000,0.2212,0.2154,0.0522,0.0255,0.1561,0.1813,0.1144,0.1103,0.1657
chr15-79300001-79400000,0.1937,0.1545,0.0573,0.1239,0.2717,0.2833,0.1712,0.1472,0.1325
chr15-79400001-79500000,0.0976,0.0845,0.1303,0.0841,0.1863,0.2176,0.1132,0.1086,0.1049
chr15-79500001-79600000,0.014,0.0162,0.0289,0.0147,0.046,0.0668,0.0513,0.013,0.0328
chr15-79600001-79700000,0.0873,0.0691,0.0718,0.0554,0.1187,0.1282,0.0987,0.1118,0.1911
chr15-79700001-79800000,0.1449,0.0945,0.2064,0.1042,0.1883,0.2225,0.2014,0.099,0.1187
chr15-79800001-79900000,0.05,0.0485,0.0,0.0155,0.0991,0.1135,0.0437,0.0151,0.0354
chr15-79900001-80000000,0.1105,0.112,0.0776,0.2203,0.2542,0.3051,0.0928,0.1596,0.066
chr15-80000001-80100000,0.1519,0.1264,0.2458,0.1133,0.1528,0.1791,0.0903,0.1079,0.0562
chr15-8000001-8100000,0.055,0.0779,0.0,0.0,0.0664,0.0616,0.2013,0.0,0.0535
chr15-800001-900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr15-80100001-80200000,0.0444,0.0784,0.2183,0.0326,0.1456,0.139,0.1353,0.0628,0.0482
chr15-80200001-80300000,0.0843,0.0815,0.0851,0.043,0.149,0.1575,0.0807,0.1211,0.0425
chr15-80300001-80400000,0.5232,0.3608,0.2401,0.4503,0.6095,0.707,0.2925,0.252,0.191
chr15-80400001-80500000,0.2044,0.0491,0.0,0.0837,0.4733,0.588,0.3311,0.25,0.098
chr15-80500001-80600000,0.1425,0.13,0.1839,0.0292,0.6077,0.6588,0.3232,0.05,0.248
chr15-80600001-80700000,0.2757,0.1793,0.342,0.225,0.2818,0.3373,0.204,0.0874,0.0754
chr15-80700001-80800000,0.0513,0.0284,0.0,0.044,0.0366,0.0239,0.0596,0.0,0.005
chr15-80800001-80900000,0.2137,0.0722,0.1667,0.1667,0.3542,0.8854,0.3813,0.0,0.2063
chr15-80900001-81000000,0.1176,0.1046,0.0427,0.0877,0.2212,0.2414,0.0921,0.0265,0.0689
chr15-81000001-81100000,0.308,0.206,0.4555,0.08,0.8608,0.9044,0.3604,0.0833,0.325
chr15-8100001-8200000,0.0959,0.0081,0.0,0.05,0.0857,0.0504,0.0945,0.0,0.1074
chr15-81100001-81200000,0.0733,0.0067,0.0,0.0769,0.0886,0.1151,0.0711,0.0758,0.0501
chr15-81200001-81300000,0.6633,0.5703,0.484,0.0526,0.4839,0.518,0.315,0.1557,0.205
chr15-81300001-81400000,0.0001,0.0426,0.0,0.0834,0.0294,0.0381,0.2566,0.267,0.2214
chr15-81400001-81500000,0.1581,0.0689,0.035,0.013,0.1865,0.1888,0.1309,0.1559,0.1219
chr15-81500001-81600000,0.0154,0.0109,0.0385,0.04,0.034,0.0336,0.0216,0.0564,0.0262
chr15-81600001-81700000,0.4588,0.2883,0.1963,0.1132,0.1561,0.1856,0.2054,0.067,0.0722
chr15-81700001-81800000,0.1811,0.2032,0.1857,0.1491,0.2104,0.2342,0.1605,0.2621,0.1208
chr15-81800001-81900000,0.0255,0.0263,0.0462,0.1889,0.1342,0.1091,0.0462,0.0668,0.0793
chr15-81900001-82000000,0.0704,0.0552,0.099,0.0949,0.256,0.2638,0.0913,0.0675,0.0509
chr15-82000001-82100000,0.0893,0.1051,0.0368,0.0275,0.1144,0.1897,0.142,0.1407,0.1283
chr15-8200001-8300000,0.2777,0.308,0.0,0.1532,0.8153,0.8881,0.4213,0.4923,0.1097
chr15-82100001-82200000,0.1321,0.1821,0.1457,0.0675,0.2361,0.2412,0.1559,0.0926,0.0974
chr15-82200001-82300000,0.1368,0.0816,0.0743,0.0917,0.113,0.0854,0.081,0.0152,0.0381
chr15-82300001-82400000,0.0115,0.0406,0.1084,0.0172,0.071,0.0688,0.1374,0.0938,0.1118
chr15-82400001-82500000,0.3702,0.4006,0.0,0.3943,0.6078,0.6574,0.4664,0.1661,0.0312
chr15-82500001-82600000,0.0,0.2801,0.0,0.099,0.5381,0.8047,0.4497,0.0452,0.1139
chr15-82600001-82700000,0.4224,0.6648,0.4808,0.5,0.7071,0.8586,0.6429,0.7083,0.3591
chr15-82700001-82800000,0.2022,0.5,0.125,0.0637,0.4444,0.5833,0.4509,0.2,0.05
chr15-82800001-82900000,0.0331,0.0206,0.0,0.0545,0.0106,0.0157,0.0401,0.0167,0.0062
chr15-82900001-83000000,0.1337,0.101,0.2275,0.0759,0.151,0.1388,0.1321,0.0668,0.0503
chr15-83000001-83100000,0.1651,0.1111,0.1733,0.2447,0.383,0.3771,0.1158,0.1015,0.1008
chr15-8300001-8400000,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.0
chr15-83100001-83200000,0.1448,0.1373,0.1253,0.1097,0.1395,0.1622,0.1281,0.0396,0.031
chr15-83200001-83300000,0.0431,0.0279,0.0,0.0347,0.0954,0.115,0.0752,0.0184,0.1013
chr15-83300001-83400000,0.3347,0.3439,0.2145,0.1852,0.2218,0.2335,0.1099,0.042,0.0241
chr15-83400001-83500000,0.1063,0.1365,0.6128,0.0821,0.1638,0.1889,0.1161,0.1129,0.2232
chr15-83500001-83600000,0.0738,0.0687,0.0838,0.0217,0.1989,0.2226,0.1131,0.0542,0.0623
chr15-83600001-83700000,0.3425,0.2933,0.2544,0.3233,0.6844,0.7576,0.3498,0.2202,0.2151
chr15-83700001-83800000,0.13,0.1208,0.2466,0.0953,0.1211,0.0927,0.1667,0.035,0.0364
chr15-83800001-83900000,0.2929,0.3475,0.2648,0.3333,0.5579,0.6003,0.3995,0.2177,0.1929
chr15-83900001-84000000,0.695,0.4666,0.2018,0.3493,0.744,0.8005,0.4039,0.3027,0.1978
chr15-84000001-84100000,0.4933,0.3955,0.2857,0.1983,0.4683,0.4732,0.2847,0.1017,0.2125
chr15-8400001-8500000,0.0308,0.0275,0.0218,0.0133,0.0346,0.0439,0.0394,0.0264,0.0333
chr15-84100001-84200000,0.0679,0.0796,0.0667,0.0986,0.0643,0.0977,0.1247,0.0581,0.0729
chr15-84200001-84300000,0.1719,0.071,0.3147,0.1588,0.4237,0.441,0.2249,0.0724,0.0632
chr15-84300001-84400000,0.244,0.2881,0.2448,0.2441,0.6152,0.6457,0.396,0.3058,0.251
chr15-84400001-84500000,0.2268,0.2377,0.1763,0.1519,0.2777,0.3052,0.2486,0.1876,0.2995
chr15-84500001-84600000,0.2057,0.2151,0.252,0.1163,0.3519,0.4138,0.2232,0.2885,0.1955
chr15-84600001-84700000,0.0779,0.071,0.251,0.0099,0.1756,0.2066,0.2065,0.0497,0.0343
chr15-84700001-84800000,0.1636,0.1251,0.0334,0.1363,0.3984,0.4188,0.1955,0.1638,0.1447
chr15-84800001-84900000,0.1155,0.0539,0.1702,0.0201,0.1023,0.0905,0.1926,0.0357,0.0372
chr15-84900001-85000000,0.0883,0.1301,0.1605,0.1351,0.1905,0.2226,0.1468,0.0472,0.0237
chr15-85000001-85100000,0.2954,0.1713,0.3459,0.1388,0.3682,0.4269,0.1941,0.0637,0.0386
chr15-8500001-8600000,0.0327,0.086,0.8571,0.0,0.1212,0.2006,0.279,0.203,0.0706
chr15-85100001-85200000,0.1046,0.1137,0.1111,0.07,0.2678,0.3308,0.1884,0.3056,0.1764
chr15-85200001-85300000,0.1807,0.0713,0.0594,0.0117,0.3119,0.3692,0.2202,0.0712,0.1386
chr15-85300001-85400000,0.1009,0.1236,0.0,0.1782,0.3152,0.4003,0.3267,0.5167,0.2062
chr15-85400001-85500000,0.1,0.0714,0.0,0.0769,0.1667,0.6,0.5518,0.0,0.1667
chr15-85500001-85600000,0.0347,0.0527,0.0556,0.0297,0.1139,0.1332,0.1588,0.0642,0.0399
chr15-85600001-85700000,0.0717,0.0425,0.0164,0.0381,0.1062,0.1361,0.1169,0.035,0.0401
chr15-85700001-85800000,0.1342,0.1074,0.1995,0.1908,0.1504,0.181,0.1868,0.0909,0.0284
chr15-85800001-85900000,0.0887,0.0486,0.1516,0.053,0.1061,0.1397,0.1973,0.0474,0.1476
chr15-85900001-86000000,0.5503,0.4541,0.497,0.6291,0.7243,0.8033,0.3399,0.3266,0.2297
chr15-86000001-86100000,0.1056,0.0846,0.1429,0.0532,0.1682,0.1863,0.1529,0.1062,0.1139
chr15-8600001-8700000,0.0635,0.0663,0.2286,0.0401,0.5996,0.6567,0.3686,0.251,0.2391
chr15-86100001-86200000,0.1655,0.1306,0.141,0.1806,0.2982,0.3345,0.1918,0.1132,0.2219
chr15-86200001-86300000,0.2174,0.1518,0.3985,0.1227,0.2884,0.3235,0.1752,0.2352,0.1105
chr15-86300001-86400000,0.5048,0.3428,0.6667,0.0667,0.7845,0.8082,0.3635,0.25,0.2078
chr15-86400001-86500000,0.5659,0.4012,0.5714,0.4,0.6841,0.744,0.4402,0.2222,0.4791
chr15-86500001-86600000,0.444,0.2991,0.0,0.3333,0.6432,0.756,0.445,0.0,0.1343
chr15-86600001-86700000,0.1299,0.0,0.0,0.0,0.702,0.7253,0.381,0.0,0.2708
chr15-86700001-86800000,0.1078,0.1227,0.0,0.3902,0.5526,0.7393,0.3719,0.1984,0.1496
chr15-86800001-86900000,0.1111,0.036,0.0,0.0125,0.4444,0.25,0.5235,0.2432,0.2333
chr15-86900001-87000000,0.0545,0.1746,0.5,0.0177,0.7998,0.583,0.3711,0.0,0.3333
chr15-87000001-87100000,0.0763,1.0,0.0,0.3333,0.7203,0.8533,0.4728,0.3013,0.3013
chr15-8700001-8800000,0.0092,0.048,0.0,0.0,0.1619,0.0531,0.2267,0.0644,0.1507
chr15-87100001-87200000,0.0,0.0,0.0,0.0,0.7199,0.859,0.6722,0.0,0.0
chr15-87200001-87300000,0.0606,0.0,0.0,0.1429,0.375,0.7292,0.3213,0.0,0.2308
chr15-87300001-87400000,0.1854,0.2261,0.0,0.2871,0.5142,0.7361,0.3461,0.25,0.1429
chr15-87400001-87500000,0.0929,0.169,0.0849,0.1719,0.6007,0.6925,0.4508,0.1917,0.031
chr15-87500001-87600000,0.1479,0.0355,0.1284,0.0327,0.0883,0.0887,0.2403,0.036,0.0562
chr15-87600001-87700000,0.0156,0.0259,0.0281,0.037,0.0624,0.0736,0.1285,0.0589,0.0624
